,problem,problem_entities
0,cell1 should be greater than cell2,"[{""start"": 0, ""end"": 5, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""cell1""}, {""start"": 5, ""end"": 15, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 16, ""end"": 28, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 29, ""end"": 34, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cell2""}, {""start"": 34, ""end"": 33, ""type"": ""DESC"", ""entity"": """"}]"
1,cell3 should be greater than cell5,"[{""start"": 0, ""end"": 5, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""cell3""}, {""start"": 5, ""end"": 15, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 16, ""end"": 28, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 29, ""end"": 34, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cell5""}, {""start"": 34, ""end"": 33, ""type"": ""DESC"", ""entity"": """"}]"
2,dog1 should be less or equal to dog2,"[{""start"": 0, ""end"": 4, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""dog1""}, {""start"": 4, ""end"": 14, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 15, ""end"": 27, ""type"": ""le"", ""entity"": ""less or equa""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": ""l to""}, {""start"": 32, ""end"": 36, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""dog2""}, {""start"": 36, ""end"": 35, ""type"": ""DESC"", ""entity"": """"}]"
3,family1 should be less or equal to family9,"[{""start"": 0, ""end"": 7, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""family1""}, {""start"": 7, ""end"": 17, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 18, ""end"": 31, ""type"": ""le"", ""entity"": ""less or equal""}, {""start"": 31, ""end"": 34, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 35, ""end"": 42, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""family9""}, {""start"": 42, ""end"": 41, ""type"": ""DESC"", ""entity"": """"}]"
4,Cat1 should be greater or equal to cat2,"[{""start"": 0, ""end"": 4, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""Cat1""}, {""start"": 4, ""end"": 14, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 15, ""end"": 31, ""type"": ""ge"", ""entity"": ""greater or equal""}, {""start"": 31, ""end"": 34, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 35, ""end"": 39, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cat2""}, {""start"": 39, ""end"": 38, ""type"": ""DESC"", ""entity"": """"}]"
5,element3 should be greater or equal to cheeze4,"[{""start"": 0, ""end"": 8, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""element3""}, {""start"": 8, ""end"": 18, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 19, ""end"": 35, ""type"": ""ge"", ""entity"": ""greater or equal""}, {""start"": 35, ""end"": 38, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 39, ""end"": 46, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cheeze4""}, {""start"": 46, ""end"": 45, ""type"": ""DESC"", ""entity"": """"}]"
6,drink2 should be less than drink4,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""drink2""}, {""start"": 6, ""end"": 16, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 17, ""end"": 26, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 27, ""end"": 33, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""drink4""}, {""start"": 33, ""end"": 32, ""type"": ""DESC"", ""entity"": """"}]"
7,computer10 should be less than mouse19,"[{""start"": 0, ""end"": 10, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""computer10""}, {""start"": 10, ""end"": 20, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 21, ""end"": 30, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 31, ""end"": 38, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""mouse19""}, {""start"": 38, ""end"": 37, ""type"": ""DESC"", ""entity"": """"}]"
8,brand5 should be the same as drink3,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""brand5""}, {""start"": 6, ""end"": 13, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 14, ""end"": 25, ""type"": ""eq"", ""entity"": ""be the same""}, {""start"": 25, ""end"": 28, ""type"": ""DESC"", ""entity"": "" as""}, {""start"": 29, ""end"": 35, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""drink3""}, {""start"": 35, ""end"": 34, ""type"": ""DESC"", ""entity"": """"}]"
9,paper5 should be equal to cable3,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""paper5""}, {""start"": 6, ""end"": 16, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 17, ""end"": 25, ""type"": ""eq"", ""entity"": ""equal to""}, {""start"": 26, ""end"": 32, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cable3""}, {""start"": 32, ""end"": 31, ""type"": ""DESC"", ""entity"": """"}]"
10,cell12 should not be the same as cell7,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""cell12""}, {""start"": 6, ""end"": 13, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 14, ""end"": 29, ""type"": ""ne"", ""entity"": ""not be the same""}, {""start"": 29, ""end"": 32, ""type"": ""DESC"", ""entity"": "" as""}, {""start"": 33, ""end"": 38, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cell7""}, {""start"": 38, ""end"": 37, ""type"": ""DESC"", ""entity"": """"}]"
11,fruit1 should be different than phone4,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""fruit1""}, {""start"": 6, ""end"": 16, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 17, ""end"": 31, ""type"": ""ne"", ""entity"": ""different than""}, {""start"": 32, ""end"": 38, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""phone4""}, {""start"": 38, ""end"": 37, ""type"": ""DESC"", ""entity"": """"}]"
12,The temperature in city1 should exceed the temperature in city2.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The temperature in""}, {""start"": 19, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city1""}, {""start"": 24, ""end"": 31, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 32, ""end"": 38, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 38, ""end"": 57, ""type"": ""DESC"", ""entity"": "" the temperature in""}, {""start"": 58, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""city2""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
13,The sales of product1 should be higher than the sales of product3.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The sales of""}, {""start"": 13, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""product1""}, {""start"": 21, ""end"": 31, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 32, ""end"": 43, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 43, ""end"": 56, ""type"": ""DESC"", ""entity"": "" the sales of""}, {""start"": 57, ""end"": 65, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""product3""}, {""start"": 65, ""end"": 65, ""type"": ""DESC"", ""entity"": "".""}]"
14,The population of country3 should surpass the population of country6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The population of""}, {""start"": 18, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""country3""}, {""start"": 26, ""end"": 33, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 34, ""end"": 41, ""type"": ""gt"", ""entity"": ""surpass""}, {""start"": 41, ""end"": 59, ""type"": ""DESC"", ""entity"": "" the population of""}, {""start"": 60, ""end"": 68, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""country6""}, {""start"": 68, ""end"": 68, ""type"": ""DESC"", ""entity"": "".""}]"
15,The marathon time for runner1 should be faster than the time for runner5.,"[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The marathon time for""}, {""start"": 22, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""runner1""}, {""start"": 29, ""end"": 39, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 40, ""end"": 51, ""type"": ""gt"", ""entity"": ""faster than""}, {""start"": 51, ""end"": 64, ""type"": ""DESC"", ""entity"": "" the time for""}, {""start"": 65, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""runner5""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
16,The number of likes on post1 should be greater than the number of likes on post4.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The number of likes on""}, {""start"": 23, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""post1""}, {""start"": 28, ""end"": 38, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 39, ""end"": 52, ""type"": ""gt"", ""entity"": ""greater than ""}, {""start"": 52, ""end"": 74, ""type"": ""DESC"", ""entity"": ""the number of likes on""}, {""start"": 75, ""end"": 80, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""post4""}, {""start"": 80, ""end"": 80, ""type"": ""DESC"", ""entity"": "".""}]"
17,The IQ score of student3 should be higher than the IQ score of student7.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The IQ score of""}, {""start"": 16, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""student3""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 46, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 46, ""end"": 62, ""type"": ""DESC"", ""entity"": "" the IQ score of""}, {""start"": 63, ""end"": 71, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""student7""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
18,The price of stock1 should be greater than the price of stock9.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The price of""}, {""start"": 13, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""stock1""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 42, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 42, ""end"": 55, ""type"": ""DESC"", ""entity"": "" the price of""}, {""start"": 56, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""stock9""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
19,The weight of box2 should be greater than the weight of box3.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The weight of""}, {""start"": 14, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box2""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 41, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 41, ""end"": 55, ""type"": ""DESC"", ""entity"": "" the weight of""}, {""start"": 56, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""box3""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
20,The rating of movie1 should be higher than the rating of movie6.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The rating of""}, {""start"": 14, ""end"": 20, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""movie1""}, {""start"": 20, ""end"": 30, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 31, ""end"": 42, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 42, ""end"": 56, ""type"": ""DESC"", ""entity"": "" the rating of""}, {""start"": 57, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""movie6""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
21,The length of song2 should be longer than the length of song8.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The length of""}, {""start"": 14, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""song2""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 41, ""type"": ""gt"", ""entity"": ""longer than""}, {""start"": 41, ""end"": 55, ""type"": ""DESC"", ""entity"": "" the length of""}, {""start"": 56, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""song8""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
22,The speed of car1 should be greater than the speed of car4.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The speed of""}, {""start"": 13, ""end"": 17, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""car1""}, {""start"": 17, ""end"": 27, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 28, ""end"": 40, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 40, ""end"": 53, ""type"": ""DESC"", ""entity"": "" the speed of""}, {""start"": 54, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""car4""}, {""start"": 58, ""end"": 58, ""type"": ""DESC"", ""entity"": "".""}]"
23,The age of person2 should be greater than the age of person5.,"[{""start"": 0, ""end"": 10, ""type"": ""DESC"", ""entity"": ""The age of""}, {""start"": 11, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""person2""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 41, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 41, ""end"": 52, ""type"": ""DESC"", ""entity"": "" the age of""}, {""start"": 53, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""person5""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
24,The budget for project1 should exceed the budget for project9.,"[{""start"": 0, ""end"": 14, ""type"": ""DESC"", ""entity"": ""The budget for""}, {""start"": 15, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""project1""}, {""start"": 24, ""end"": 37, ""type"": ""gt"", ""entity"": ""should exceed""}, {""start"": 37, ""end"": 52, ""type"": ""DESC"", ""entity"": "" the budget for""}, {""start"": 53, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""project9""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
25,The height of tree1 should be greater than the height of tree2.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The height of""}, {""start"": 14, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""tree1""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 42, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 42, ""end"": 56, ""type"": ""DESC"", ""entity"": "" the height of""}, {""start"": 57, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""tree2""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
26,The volume of container1 should be greater than the volume of container3.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The volume of""}, {""start"": 14, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""container1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 47, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 47, ""end"": 61, ""type"": ""DESC"", ""entity"": "" the volume of""}, {""start"": 62, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""container3""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
27,The salary of employee1 should be higher than the salary of employee7.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The salary of""}, {""start"": 14, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""employee1""}, {""start"": 23, ""end"": 33, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 34, ""end"": 45, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 45, ""end"": 59, ""type"": ""DESC"", ""entity"": "" the salary of""}, {""start"": 60, ""end"": 69, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""employee7""}, {""start"": 69, ""end"": 69, ""type"": ""DESC"", ""entity"": "".""}]"
28,The score of team1 should be greater than the score of team3.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The score of""}, {""start"": 13, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""team1""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 41, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 41, ""end"": 54, ""type"": ""DESC"", ""entity"": "" the score of""}, {""start"": 55, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""team3""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
29,The horsepower of engine2 should be greater than the horsepower of engine6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The horsepower of""}, {""start"": 18, ""end"": 25, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""engine2""}, {""start"": 25, ""end"": 35, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 36, ""end"": 48, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 48, ""end"": 66, ""type"": ""DESC"", ""entity"": "" the horsepower of""}, {""start"": 67, ""end"": 74, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""engine6""}, {""start"": 74, ""end"": 74, ""type"": ""DESC"", ""entity"": "".""}]"
30,The brightness of light1 should be greater than the brightness of light5.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The brightness of""}, {""start"": 18, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""light1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 47, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 47, ""end"": 65, ""type"": ""DESC"", ""entity"": "" the brightness of""}, {""start"": 66, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""light5""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
31,The GPA of student1 should be higher than the GPA of student3.,"[{""start"": 0, ""end"": 10, ""type"": ""DESC"", ""entity"": ""The GPA of""}, {""start"": 11, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""student1""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 41, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 41, ""end"": 52, ""type"": ""DESC"", ""entity"": "" the GPA of""}, {""start"": 53, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""student3""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
32,The number of subscribers for channel2 should be higher than the number of subscribers for channel9.,"[{""start"": 0, ""end"": 29, ""type"": ""DESC"", ""entity"": ""The number of subscribers for""}, {""start"": 30, ""end"": 38, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""channel2""}, {""start"": 38, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 49, ""end"": 60, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 60, ""end"": 90, ""type"": ""DESC"", ""entity"": "" the number of subscribers for""}, {""start"": 91, ""end"": 99, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""channel9""}, {""start"": 99, ""end"": 99, ""type"": ""DESC"", ""entity"": "".""}]"
33,The level of pollution in city1 should be greater than the level of pollution in city4.,"[{""start"": 0, ""end"": 25, ""type"": ""DESC"", ""entity"": ""The level of pollution in""}, {""start"": 26, ""end"": 31, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city1""}, {""start"": 31, ""end"": 41, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 42, ""end"": 54, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 54, ""end"": 80, ""type"": ""DESC"", ""entity"": "" the level of pollution in""}, {""start"": 81, ""end"": 86, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""city4""}, {""start"": 86, ""end"": 86, ""type"": ""DESC"", ""entity"": "".""}]"
34,The income of household1 should be higher than the income of household6.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The income of""}, {""start"": 14, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""household1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 46, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 46, ""end"": 60, ""type"": ""DESC"", ""entity"": "" the income of""}, {""start"": 61, ""end"": 71, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""household6""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
35,The age of dog1 should be less than or equal to the age of dog3.,"[{""start"": 0, ""end"": 10, ""type"": ""DESC"", ""entity"": ""The age of""}, {""start"": 11, ""end"": 15, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""dog1""}, {""start"": 15, ""end"": 25, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 26, ""end"": 44, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 44, ""end"": 58, ""type"": ""DESC"", ""entity"": "" to the age of""}, {""start"": 59, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""dog3""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
